Word,Sentiment
huonosti,-1
hämmentää,-1
hämmentynyt,-1
hämmennystä,-1
hämmentävä,-1
syötti,-1
tasapainoinen,1
hylätä,-1
banaali,-1
banalisoida,-1
hirviö,-1
karkottaa,-1
karkotus,-1
konkurssiin,-1
barbaari,-1
barbaarinen,-1
barbaarisesti,-1
barbaarisuus,-1
barbaarinen,-1
barbaarisesti,-1
tinkiä,1
karu,-1
perätön,-1
lyödä,-1
lyöty,-1
ujo,-1
lyöminen,-1
paskiainen,-1
paskiaiset,-1
pahoinpidelty,-1
pahoinpitelyä,-1
höperö,-1
karhumainen,-1
hirveä,-1
kaunis,1
kaunis,1
kauniisti,1
kauniisti,1
kaunistaa,1
kauneus,1
viittoa,1
viittoi,1
viittaus,1
kutsuu,1
bedlam,-1
bedlamiitti,-1
väärin,-1
kerjätä,-1
kerjäläinen,-1
viheliäinen,-1
kerjäämässä,-1
pettää,-1
piestä,-1
myöhässä,-1
ahdistaa,-1
romuttaa,-1
uskottava,1
uskottava,1
vähätellä,-1
vähätelty,-1
vähättelyä,-1
sotamainen,-1
sotaa,-1
sotaisa,-1
sotivasti,-1
rakastettu,1
valittaa,-1
valittaa,-1
hämmentynyt,-1
hyväntekijä,1
hyödyllinen,1
hyödyllistä,1
hyödyllisesti,1
edunsaaja,1
hyötyä,1
etuja,1
hyväntahtoisuus,1
hyväntahtoinen,1
etuja,1
taipunut,-1
haukkua,-1
sureva,-1
menetys,-1
vaille jäänyt,-1
kiivas,-1
rukoilla,-1
saartama,-1
piiritys,-1
tahrata,-1
parhaat,1
tunnetuin,1
parhaiten suoriutuvia,1
myydyin,1
eläimellinen,-1
pettää,-1
pettäminen,-1
petokset,-1
pettäjä,-1
pettämistä,-1
pettää,-1
paremmin,1
paremmin tunnettu,1
odotettua parempi,1
kauniisti,1
itkeä,-1
ole varuillasi,-1
hämmentää,-1
hämmentynyt,-1
hämmentävää,-1
hämmentävästi,-1
hämmennystä,-1
lumota,-1
puolueellisuus,-1
puolueellinen,-1
harhoja,-1
riitelijä,-1
kinastelu,-1
tarjouksen takilausta,-1
kiihkoilijat,-1
kiihkoilu,-1
narttu,-1
kurja,-1
pureminen,-1
purevasti,-1
katkera,-1
katkerasti,-1
katkeruutta,-1
outoa,-1
lörpötellä,-1
lörpötellä,-1
kiristää,-1
blaa,-1
syyttää,-1
moitteeton,1
syyllinen,-1
mitäänsanomaton,-1
mautonta,-1
jumalanpilkkaa,-1
jumalanpilkkaa,-1
jumalanpilkkaa,-1
räjäytettiin,-1
räikeä,-1
räikeästi,-1
jaarittelu,-1
synkkä,-1
synkästi,-1
synkkyys,-1
vuotaa verta,-1
verenvuotoa,-1
vuotaa verta,-1
tahra,-1
siunata,1
siunaus,1
sokea,-1
sokaisevaa,-1
sokaisevasti,-1
sokea puoli,-1
autuus,1
autuas,1
autuaasti,1
rakkula,-1
rakkuloita,-1
huoleton,1
paisunut,-1
tukos,-1
hitti,1
pölkkypää,-1
verenvuodatusta,-1
verenhimoinen,-1
verinen,-1
kukinta,1
kukka,1
läikikäs,-1
isku,-1
kömmähdys,-1
sekaisin,-1
virheitä,-1
tylsä,-1
hämärtää,-1
hämärtymistä,-1
hämärtynyt,-1
hämärtymistä,-1
epäselvä,-1
hämärtää,-1
möläyttää,-1
leuhka,-1
hätkähtää,-1
vääriä,-1
kiehua,-1
kiehuvaa,-1
riehakas,-1
vahvistaa,1
pommi,-1
pommittaa,-1
pommitukset,-1
mahtipontinen,-1
orjuudesta,-1
hullu,-1
komea,1
bonus,1
bonuksia,1
puomi,1
kukoistaa,1
tehostaa,1
kestänyt,-1
tylsistynyt,-1
tylsistyminen,-1
poraa,-1
tylsä,-1
pilata,-1
vaivautua,-1
vaivautunut,-1
häiritsevä,-1
häiritsee,-1
kiusallinen,-1
rajaton,1
runsas,1
poistaa kirjasta loukkaavat kohdat,-1
boikotoida,-1
kerskuri,-1
kerskuja,-1
älykkäin,1
aivoton,-1
aivopestä,-1
fiksu,1
tuliterä,1
röyhkeä,-1
röyhkeästi,-1
röyhkeyttä,-1
kakara,-1
uhmakkuus,-1
urhea,1
urhoollisuus,1
Bravo,1
röyhkeä,-1
röyhkeästi,-1
röyhkeyttä,-1
rikkominen,-1
tauko,-1
erota,-1
erot,-1
hajota,-1
murtumassa,-1
taukoja,-1
läpimurto,1
läpimurtoja,1
erota,-1
erot,-1
hengenahdistus,1
henkeäsalpaava,1
henkeäsalpaavasti,1
tuulta,1
lahjonta,-1
kirkas,1
kirkastaa,1
kirkkaampi,1
kirkkain,1
loisto,1
loistoja,1
loistava,1
loistavasti,1
tulikiveä,-1
reipas,1
harjas,-1
hauras,-1
mursi,-1
rikki,-1
särkynyt sydän,-1
hautoa,-1
veljellinen,1
kulmakarvat,-1
mustelma,-1
mustelmia,-1
mustelmat,-1
mustelmia,-1
tyly,-1
julma,-1
julmaa,-1
julmuuksia,-1
julmuutta,-1
julmasti,-1
julmaa,-1
raa'asti,-1
raakaa,-1
raakaa,-1
bs,-1
solki,-1
bugi,-1
bugging,-1
buginen,-1
vikoja,-1
isompi,-1
tilavuus,-1
iso,-1
tilavuus,-1
sonni,-1
sonni****,-1
kiusaajia,-1
nouseva,1
paskaa,-1
paskapuhetta,-1
kiusata,-1
kiusaaminen,-1
kiusaavasti,-1
pylly,-1
kolahtaa,-1
törmäsi,-1
törmääminen,-1
törmääminen,-1
kuoppia,-1
kuoppainen,-1
nippu,-1
tunari,-1
sekaisin,-1
kerrossänky,-1
kelluva,1
taakka,-1
raskasta,-1
raskasta,-1
polttaa,-1
poltettu,-1
palaa,-1
palovammoja,-1
rintakuva,-1
rintakuvat,-1
kiireinen,-1
lihakauppias,-1
lihakauppa,-1
surina,-1
bysanttilainen,-1
käkättää,-1
imarrella,1
onnettomuuksia,-1
tuhoisa,-1
tuhoisasti,-1
onnettomuus,-1
tunteeton,-1
rauhoittaa,1
rauhoittava,1
rauhallisuus,1
panetella,-1
ylistys,-1
herjauksia,-1
paheksuttavaa,-1
halveksivasti,-1
halveksuntaa,-1
syöpä,-1
syöpä-,-1
kannibaali,-1
kannibalisoida,-1
kyky,1
kykenevä,1
kykenevästi,1
antautua,-1
oikukas,-1
omituisesti,-1
omituisuus,-1
kaatua,-1
valloittaa,1
kiehtova,1
huoleton,1
huolimaton,-1
huolimattomuus,-1
karikatyyri,-1
verilöyly,-1
karppi,-1
sarjakuvamainen,-1
käteistä kiinni,-1
vaihtorahat,1
käteispalautuksia,1
kurittaa,-1
kastroitu,-1
uhri,-1
mullistus,-1
kataklysmaalinen,-1
kataklysminen,-1
kataklysmisesti,-1
katastrofi,-1
katastrofeja,-1
katastrofaalinen,-1
katastrofaalisesti,-1
katastrofeja,-1
tarttuva,1
syövyttävä,-1
kaustisesti,-1
varoittava,-1
luola,-1
juhlia,1
juhlittiin,1
juhla,1
juhlallinen,1
moittii,-1
hankaa,-1
akanat,-1
harmissaan,-1
haastava,-1
mestari,1
mestari,1
kaaos,-1
kaoottinen,-1
karisma,1
karismaattinen,1
hyväntekeväisyys,1
viehätys,1
viehättävä,1
viehättävästi,1
puhdasta,1
kurittaa,-1
nuhdella,-1
rangaistus,-1
pulista,-1
lörppö,-1
halpa,-1
halventaa,-1
halvempaa,1
halvin,1
halvalla,-1
huijata,-1
pettänyt,-1
pettäjä,-1
pettäminen,-1
huijauksia,-1
ruudullinen,-1
hurrata,1
iloinen,1
iloton,-1
pirteä,1
juustoinen,-1
vaalia,1
vaalittu,1
kerubi,1
tyylikäs,1
piittaa,-1
lapsellinen,-1
jäähtyä,-1
kolea,-1
hirveä,-1
ritarillinen,1
ritarillisuutta,1
tukehtua,-1
kiivas,-1
nykivä,-1
urakka,-1
krooninen,-1
paksu,-1
kohteliaisuus,1
sivistää,1
meteli,-1
äänekäs,-1
selkeys,1
yhteentörmäys,-1
klassikko,1
tyylikäs,1
puhdas,1
siivooja,1
puhtain,1
puhtaus,1
siististi,1
asia selvä,1
selkeä leikkaus,1
tyhjennetty,1
selkeämpi,1
selvästi,1
tyhjentää,1
fiksu,1
taitavasti,1
klisee,-1
kliseistä,-1
klikki,-1
tukkia,-1
tukkeutunut,-1
tukoksia,-1
pilvi,-1
pilvistä,-1
pilvinen,-1
tietämätön,-1
kömpelö,-1
kömpelö,-1
karkea,-1
itserakas,-1
pakottaa,-1
pakko,-1
pakko,-1
johdonmukainen,1
johdonmukaisuutta,1
johdonmukainen,1
yhtenäinen,1
kylmä,-1
kylmästi,-1
romahdus,-1
salata,-1
salaista yhteistyötä,-1
värikäs,1
taistelunhaluinen,-1
palamaan,-1
hauskannäköinen,1
mukavuus,1
mukava,1
mukavasti,1
lohduttavaa,1
mukava,1
koominen,-1
kiittää,1
kiitettävää,1
kiitettävästi,1
myötätuntoinen,-1
sitoutumista,1
tilava,1
yleistä,-1
hälinää,-1
hälinää,-1
kompakti,1
tiiviisti,1
myötätunto,1
myötätuntoinen,1
yhteensopiva,1
kilpailukykyinen,1
omahyväinen,-1
valittaa,-1
valitti,-1
valittaminen,-1
valittaa,-1
valitus,-1
valituksia,-1
täydentää,1
täydentäviä,1
täydennettynä,1
täydentää,1
monimutkainen,-1
yhteensopiva,1
monimutkainen,-1
komplikaatio,-1
osallinen,-1
kohteliaisuus,1
ilmainen,1
kattava,1
pakko,-1
pakonomainen,-1
myöntää,-1
myönsi,-1
omahyväisyys,-1
omahyväinen,-1
concen,-1
concens,-1
koskea,-1
huolestunut,-1
huolenaiheita,-1
myönnytys,-1
myönnytyksiä,-1
sovitella,1
sovitteleva,1
ytimekäs,1
tuomitse,-1
tuomittavaa,-1
tuomitseminen,-1
tuomittu,-1
tuomitsee,-1
alentua,-1
alentuva,-1
alentavasti,-1
alentuminen,-1
tunnustaa,-1
tunnustus,-1
tunnustuksia,-1
luottamusta,1
itsevarma,1
rajoitettu,-1
konflikti,-1
ristiriitainen,-1
ristiriitaisia,-1
konflikteja,-1
hämmentää,-1
hämmentynyt,-1
hämmentävää,-1
kohdata,-1
vastakkainasettelua,-1
vastakkaisia,-1
sekoittaa,-1
hämmentynyt,-1
hämmentää,-1
hämmentävä,-1
hämmennystä,-1
hämmennystä,-1
miellyttävä,1
ruuhkainen,-1
ruuhkia,-1
onnitella,1
onnittelut,1
Onnittelut,1
onnittelu-,1
haittoja,-1
tunnollinen,1
haittoja,-1
konservatiivinen,-1
huomaavainen,1
johdonmukainen,1
johdonmukaisesti,1
silmiinpistävä,-1
näkyvästi,-1
salaliitot,-1
salaliitto,-1
salaliittolainen,-1
salaliittolainen,-1
salaliitto,-1
tyrmistystä,-1
rakentava,1
täydellistää,1
tarttuva,-1
saastuttaa,-1
saastunut,-1
saastuttaa,-1
saastuttava,-1
saastuminen,-1
halveksuntaa,-1
halveksittavaa,-1
halveksiva,-1
halveksivasti,-1
kilpailla,-1
kiista,-1
kiistanalainen,-1
tyytyväisyys,1
jatkuvuus,1
vääntää vääräksi,-1
vääntymiä,-1
ristiriidassa,-1
ristiriita,-1
ristiriitainen,-1
ristiriitaisuutta,-1
kontrastinen,1
vastoin,-1
panos,1
keksiä,-1
keksitty,-1
kiistanalainen,-1
kiistaa,-1
sopivuus,1
kätevä,1
kätevästi,1
mukavuus,1
kätevä,1
sopiva,1
vakuuttava,1
vakuuttavasti,1
mutkainen,-1
viileä,1
siistein,1
osuuskunta,1
yhteistyössä,1
kulmakivi,1
oikea,1
oikein,1
syövyttää,-1
korroosio,-1
korroosiot,-1
syövyttävä,-1
korruptoitunut,-1
korruptoitunut,-1
korruptoivaa,-1
korruptiota,-1
korruptoi,-1
korruptoitunut,-1
kustannustehokas,1
rahaa säästävä,1
kalliimpaa,-1
kalliiksi,-1
vastahyökkäys,1
vastahyökkäykset,1
vastatuttavaa,-1
haitallista,-1
vallankaappaajat,-1
rohkeutta,1
rohkea,1
rohkeasti,1
rohkeutta,1
kohtelias,1
kohtelias,1
liitto,1
himoitseva,-1
pelkuri,-1
raukkamainen,-1
kodikas,1
äkäinen,-1
crack,-1
säröillä,-1
halkeamia,-1
taitavasti,-1
taitavasti,-1
ovela,-1
kramppi,-1
ahdas,-1
kouristelua,-1
äkäinen,-1
paska,-1
kehno,-1
paskaa,-1
kaatua,-1
kaatui,-1
kaatuu,-1
kaatuu,-1
törkeää,-1
halukas,-1
kamalasti,-1
villitys,-1
hullusti,-1
hulluutta,-1
hullu,-1
narina,-1
narisevaa,-1
narisee,-1
luova,1
uskottavuutta,1
uskottava,1
herkkäuskoinen,-1
hiipiä,-1
hiipivä,-1
väristykset,-1
kammottava,-1
hiipii,-1
rikos,-1
rikollinen,-1
säikähtää,-1
säväytti,-1
värähtelee,-1
rampa,-1
rampautunut,-1
rampaa,-1
lamauttavaa,-1
kriisi,-1
terävä,1
terävämpi,1
kriitikko,-1
kriittinen,-1
kritiikkiä,-1
kritiikkiä,-1
arvostella,-1
kritisoitu,-1
kritisoimalla,-1
kriitikot,-1
cronyismi,-1
roisto,-1
kiero,-1
roistoja,-1
tungosta,-1
tungosta,-1
raakaa,-1
julma,-1
julmempi,-1
julmin,-1
julmasti,-1
julmuutta,-1
julmuudet,-1
julmuutta,-1
muru,-1
mureneva,-1
kurja,-1
rutistaa,-1
rypistynyt,-1
rypistyy,-1
murskata,-1
murskattu,-1
murskaamalla,-1
itkeä,-1
syyllinen,-1
syyllinen,-1
hankalaa,-1
kusipää,-1
kusipäät,-1
syyllinen,-1
parantaa,1
paranna kaikki,1
kirous,-1
kirottu,-1
kirouksia,-1
kurja,-1
helppo,1
kirota,-1
kirottu,-1
söpö,1
suloisuus,1
murhamies,-1
kyyninen,-1
kyynisyys,-1
d*mn,-1
vahingoittaa,-1
vaurioitunut,-1
vahingoista,-1
vahingollista,-1
pahuksen,-1
kirottu,-1
helvetisti,-1
kadotus,-1
kirottu,-1
kirottavaa,-1
vaimennin,-1
vaara,-1
vaarallinen,-1
vaarallisuus,-1
danke,1
danken,1
rohkea,1
rohkeasti,1
tumma,-1
tummentaa,-1
tummunut,-1
tummempi,-1
pimeys,-1
Rakas,1
hurtti,1
paskiainen,-1
ilkeästi,-1
pelottaa,-1
pelottavaa,-1
pelottavasti,-1
peloton,1
vitkastella,-1
aamunkoitto,1
hämmentynyt,-1
hämmentynyt,-1
häikäistä,1
häikäisenyt,1
häikäisevä,1
kuollut,-1
kuolleen halvalla,1
kuollut,1
deadbeat,-1
umpikuja,-1
tappava,-1
kuollutta painoa,-1
kuuro,-1
puute,-1
kuolema,-1
romahdus,-1
alentaa,-1
alentaminen,-1
debaser,-1
kiistanalainen,-1
irstailu,-1
irstailija,-1
irstailu,-1
heikentää,-1
heikentävä,-1
heikkous,-1
velkaa,-1
velkoja,-1
rappio,-1
dekadentti,-1
hajoaminen,-1
rappeutunut,-1
petos,-1
petollinen,-1
petollisesti,-1
petollisuus,-1
pettää,-1
pettäjä,-1
pettäjiä,-1
pettää,-1
säädyllisyyttä,1
kunnollinen,1
petos,-1
petollinen,-1
petollisesti,-1
ratkaiseva,1
päättäväisyyttä,1
lausua,-1
lasku,-1
hylkäävät,-1
laskussa,-1
vähennys,-1
raihnainen,-1
vanhuudenheikkous,-1
halventaa,-1
omistettu,1
kunnianloukkaus,-1
kunnianloukkauksia,-1
herjaavaa,-1
herjata,-1
tappio,1
voitettu,1
voittaminen,1
tappioita,1
vika,-1
viallinen,-1
vikoja,-1
puolustaja,1
puolustava,-1
kunnioitusta,1
uhmaa,-1
uhmakas,-1
uhmakkaasti,-1
puutteita,-1
puute,-1
puutteellinen,-1
saastuttaa,-1
puhdistaja,-1
muuttaa muotoaan,-1
epämuodostunut,-1
pettämistä,-1
näppärä,1
lakkautettu,-1
uhmata,-1
rappeutunut,-1
rappeutuneesti,-1
rappeutuminen,-1
halveksittu,1
huononeminen,-1
hajota,-1
alentavaa,-1
alentavasti,-1
dehumanisaatio,-1
epäinhimillistää,-1
suvaita,-1
lannistaa,-1
masentunut,-1
masentuneena,-1
alakuloisuus,-1
viive,-1
myöhässä,-1
viivyttelemällä,-1
viivästyksiä,-1
herkullinen,1
herkku,1
herkkä,1
herkullinen,1
ilahduttaa,1
iloinen,1
ihana,1
ilahduttavan,1
ilahduttavuus,1
rikollisuus,-1
rikollinen,-1
harhaanjohtava,-1
delirium,-1
huijata,-1
harhaanjohtanut,-1
hukuttaa,-1
harhaluulo,-1
harhaanjohtava,-1
harhaluuloja,-1
halventaa,-1
alentavaa,-1
kuolema,-1
purkaa,-1
purkaja,-1
demoni,-1
demoninen,-1
demonisoida,-1
demonisoitu,-1
demonisoi,-1
demonisoivaa,-1
demoralisoida,-1
demoralisoivaa,-1
demoralisoivasti,-1
kieltäminen,-1
kielletty,-1
kieltää,-1
panetella,-1
irtisanoa,-1
tiheä,-1
lommo,-1
kolhuttu,-1
kolhuja,-1
irtisanoa,-1
irtisanominen,-1
irtisanomisia,-1
kieltää,-1
kieltää,-1
luotettava,1
luotettavasti,1
tyhjentää,-1
valitettavaa,-1
valitettavasti,-1
valitettavaa,-1
valitettavaa,-1
valitettavasti,-1
turmella,-1
turmeltunut,-1
turmeltuneesti,-1
hylätä,-1
masentaa,-1
masentunut,-1
masentava,-1
masentavasti,-1
masennus,-1
masennukset,-1
riistää,-1
riistetty,-1
pilkata,-1
pilkkaaminen,-1
pilkallinen,-1
pilkallisesti,-1
pilkkaaminen,-1
halventavaa,-1
häpäistä,-1
aavikko,-1
hylkääminen,-1
ansaitusti,1
ansaitsee,1
kuivata,-1
kuivunut,-1
toivottavaa,1
haluavat,1
halukas,1
puutteellinen,-1
autio,-1
autioituneesti,-1
autio,-1
epätoivo,-1
epätoivoinen,-1
epätoivoisesti,-1
epätoivoinen,-1
epätoivoisesti,-1
epätoivo,-1
halveksittava,-1
halveksittavasti,-1
halveksia,-1
halveksittu,-1
ryöstää,-1
despoileri,-1
masennus,-1
epätoivo,-1
masentunut,-1
masentuneesti,-1
despootti,-1
despoottinen,-1
despotismi,-1
epävakautta,-1
destains,-1
kohtalo,1
köyhä,-1
köyhyys,-1
tuhota,-1
hävittäjä,-1
tuhoaminen,-1
tuhoisa,-1
epätoivoinen,-1
irrotettava,1
estää,-1
heikentyä,-1
huononemassa,-1
heikkeneminen,-1
varoittava,-1
inhota,-1
inhottavaa,-1
iljettävästi,-1
inhottu,-1
inhottavaa,-1
inhoaa,-1
heikentää,-1
vähentynyt,-1
halventavaa,-1
haittaa,-1
heikentää,-1
haitta,-1
haitallista,-1
tuhota,-1
tuhoutunut,-1
tuhoaa,-1
tuhoisa,-1
tuhoisasti,-1
tuhoa,-1
poiketa,-1
poikkeama,-1
paholainen,-1
pirullinen,-1
pirullisesti,-1
vallattomuus,-1
pirullinen,-1
kavala,-1
kavalasti,-1
kavaluutta,-1
vailla,-1
harras,1
taitava,1
taitavasti,1
näppärä,1
pirullinen,-1
pirullinen,-1
pirullisesti,-1
täysin,-1
pettynyt,-1
diatribe,-1
diatribes,-1
munaa,-1
diktaattori,-1
diktatorinen,-1
kuolla,-1
olla sitkeähenkinen,-1
kuoli,-1
kuolee,-1
vaikea,-1
vaikeuksia,-1
vaikeus,-1
epävarmuus,-1
arvokas,1
kunnioittaa,1
ihmisarvoa,1
rappeutunut,-1
dilemma,-1
ahkeruus,1
ahkera,1
ahkerasti,1
dilly dally,-1
himmeä,-1
himmennin,-1
din,-1
ding,-1
kolhuja,-1
tylsä,-1
diplomaattinen,1
kauheaa,-1
kovasti,-1
kauheus,-1
lika,-1
lian halpa,1
likapussi,-1
likapussit,-1
likaa,-1
likainen,-1
Poista käytöstä,-1
liikuntarajoitteinen,-1
ristiriita,-1
haitta,-1
heikommassa asemassa,-1
epäedullista,-1
haittoja,-1
tyytymätön,-1
tyytymätön,-1
kiistää,-1
eri mieltä,-1
vastenmielinen,-1
epämiellyttävästi,-1
eri mieltä,-1
eri mieltä,-1
erimielisyyttä,-1
eri mieltä,-1
kieltää,-1
pettynyt,-1
pettymys,-1
pettymys,-1
pettää,-1
pettynyt,-1
pettymys,-1
pettymys,-1
pettymys,-1
