Word,Sentiment
Lufttorka,-1
luft fylld,-1
lufta ut,-1
luftsläckning,-1
airedale terrier,-1
lufttät,-1
flygvärdig,1
luftig,-1
på glänt,-1
akaryot,-1
al dente,1
alacritous,1
alalia,-1
larm,-1
orolig,-1
oroväckande,-1
alarmerande,1
alarmism,-1
alarmist,-1
albinism,-1
albinotisk,-1
albion,1
alkemist,1
alkohollöslig,-1
alkoholisera,-1
albryst,-1
aldol reaktion,-1
aleatorisk,1
alef noll,-1
varning,-1
alert,1
alexic,-1
alger,-1
algebra,-1
algebraiskt,1
algiditet,1
algolagnisk,-1
algoritm,-1
algofili,-1
algofobi,-1
algofobisk,-1
algoritmfel,-1
alibi,-1
fjärma,-1
alienerad,-1
alienerande,-1
alienation,-1
alienation av tillgivenhet,-1
alienator,-1
alienism,-1
alienist,-1
justera,-1
lika,1
aliquant del,-1
Levande,1
aliyah,1
alizarin gul,-1
alkalemi,-1
alkaliskt,-1
alkaliförgiftning,-1
alkalisk kärleksfull,-1
alkalos,-1
alkalotiskt,1
alkaptonuri,1
Allt,1
runt om,1
allt slukar,-1
allt eller inget,-1
hela vägen,-1
hela tiden,1
alla segrande,-1
allt väder,-1
allantoisk,1
allargando,1
påstående,-1
anklagelser,-1
påstå,-1
påstående,1
lojal,1
allegoriskt,1
allegretto,1
allegro,1
allegro con spirito,1
allergisk,-1
allergisk rinit,-1
allergier,-1
allergi,-1
lindrare,-1
grändkatt,-1
alliansaktig,-1
alligator,-1
alliterativt,1
allomerism,-1
tilldelning,1
allotropisk,1
legerat,-1
lockelse,1
lockande,1
lockande,1
anspelande,1
anspelning,1
mandelögd,1
mandeldoftande,-1
allmosa,-1
allmosor,-1
högt upp,1
på avstånd,1
alopecia areata,-1
alp,1
alfa,1
alfa-globulin,-1
alfa privativ,-1
alfabets soppa,-1
alpinism,-1
alpinist,-1
redan,1
OK,1
korgosse,1
föränderlighet,1
ändringsbar,1
gräl,-1
ändrats,-1
alternativ,-1
alternativ energi,-1
altissimo,1
höjd,1
altruistisk,1
altruistiskt,1
aluminium brons,1
aluminiumoxid,-1
alveolär resorption,-1
alveolit,-1
alzheimers,-1
amain,-1
amalgamativ,-1
amastia,-1
amatör-,-1
amatörmässigt,1
amatörmässighet,-1
amauros,-1
amaurotisk,-1
förvåna,1
förvånad,1
häpnad,1
förvånar,1
Fantastisk,1
otroligt,1
ambages,-1
ambassadör,-1
ambidextrousitet,1
omgivande,1
tvetydighet,1
tvetydig,-1
ambition,1
ambitiös,1
ambitiöst,1
ambitiöshet,1
ambivalens,-1
ambivalens,-1
ambivalent,-1
ambiversion,-1
ambiversiv,-1
ambrosian,1
ambulera,-1
bakhåll,-1
amd,1
amelia,-1
förbättra,1
mottaglig,-1
ändras,1
ändring,-1
bekvämlighet,1
amenorré,-1
lustfylld,1
snäll,-1
amerikansk sadelhäst,1
amerikansk standardversion,1
ametaboliska,-1
ametabolous,-1
ametist,-1
ametri,-1
ametropia,-1
ametropisk,-1
älskvärdhet,1
vänskaplighet,1
älskvärd,1
vänskaplighet,1
vänskaplig,1
vänskaplighet,-1
i godo,1
amicus curiae kortfattad,-1
amigo,1
aminogrupp,1
aminosyra,1
fel,-1
vänskap,-1
ammoniak,-1
ammoniat,-1
ammonierad,-1
ammonifiera,-1
ammoniuri,-1
minnesförlust,-1
fostervatten,1
amobarbital,-1
amöbadysenteri,-1
amöbiasis,-1
amöboid,-1
amöbös,-1
amoralism,1
amoralist,1
amorist,1
amoristisk,1
kärleksfull,1
amoröst,1
amortera,1
amp,1
amfipod,1
amfotär,1
riklig,1
riklighet,-1
amplexiskt blad,1
amplitud,-1
amplitudnivå,-1
rikligt,1
ampulla,-1
amputera,-1
amputation,-1
amok,1
roa,1
nöje,-1
rolig,1
underhållande,1
amygdalin,1
amygdaloidal,1
amyl,1
amylnitrat,-1
amyloidos,-1
amyotrofi,1
amyxi,-1
anabol,1
anakronistiskt,1
anaklisis,1
anaklitisk,1
anaklitisk depression,-1
anaerob,-1
anaerob,-1
anaerobotisk,-1
anaglyf,-1
anagogisk,-1
anal retentionspersonlighet,1
analbuminemi,-1
analgesi,-1
analogisk,-1
analog,-1
analogt,1
analfabetisk,-1
analytisk,1
analytisk granskning,1
analyseras,1
anapest,-1
anapestisk,-1
anafrodisi,-1
anafrodisiakum,1
anapsid reptil,-1
anarkiskt,1
anarkism,-1
anarkist,-1
anarkistisk,-1
anarki,-1
anasarca,-1
anasarcous,-1
anastigmatisk lins,1
anastylos,-1
förbannelse,-1
anatomiskt,1
anatomisera,1
anatomi,1
gammal,-1
ancohuma,1
andante,1
androsteron,1
anekdotisk,-1
anekdotisk,1
ekofri,-1
anemi,1
anemisk,-1
anemisk anoxi,-1
anemisk hypoxi,-1
anencefalus,-1
anergi,1
aneroid,-1
aneroidbarometer,-1
anestesi,-1
bedövningsmedel,-1
narkosläkare,-1
anestrus,-1
aneuploid,-1
aneuploidi,-1
aneurysm,-1
orkeslös,-1
ängel,1
ängel faller,1
änglalik,1
änglalikt,1
ilska,-1
angiit,-1
angina,-1
angina pectoris,-1
orolig,-1
angiopati,-1
angioplastik,-1
vinkelvinge,1
anglian,1
anglofil,1
anglofobisk,1
argt,-1
ilska,-1
arg,-1
ångest,-1
anguine,1
ångest,-1
vinkelhastighet,1
kantighet,1
vinkla,1
vinkling,1
anhedonia,-1
anikterisk,1
anil,-1
anima,-1
animadvert,-1
djurälskare,-1
djurgrupp,-1
djurben,-1
djurordning,-1
animalism,-1
animerad,1
animerat,1
fientlighet,-1
anjonisk förening,1
anis kaka,-1
anis doftande,-1
aniseikonia,1
anisette de bordeaux,1
anisogamet,-1
anisometropi,1
anisometropisk,1
anisotropisk,-1
anisotropiskt,1
ankylosaurus,1
ankylos,-1
annapurna,1
förinta,-1
förintelse,-1
irritera,-1
irritation,-1
irritationsmoment,-1
irriterad,-1
irriterande,-1
irriterande,-1
irriterar,-1
anodyne,1
avvikande,1
anomal,-1
onormalt,1
anomali,-1
anomi,1
anon,-1
anonym,-1
anonymt,-1
anofelin,-1
anopi,-1
anorkism,-1
anorexia nervosa,-1
anorektiker,-1
anorexigen,-1
anorgasmi,-1
anosmi,-1
anosmisk,-1
anovulering,-1
anoxemi,-1
anoxemisk,-1
anoxi,-1
anoxisk,-1
anoxisk anoxi,-1
svar,1
ansvarig,1
myrtrast,1
antacida,-1
antagonism,-1
antagonist,1
antagonistisk,1
antagonistiskt,1
motverka,-1
antarktis,-1
antediluviansk patriark,-1
anterioritet,-1
anterograd,-1
anteridial,1
mjältbrand,-1
antropofagi,-1
antroposofi,1
anti,-1
anti,-1
anti amerikansk,-1
antiinflammatoriskt läkemedel,-1
anti israel,-1
mot ockupationen,-1
mot spridning,-1
antisemiter,-1
antisocialt,-1
försvar mot övertagande,-1
mot oss,-1
anti vit,-1
antiauktoritär,-1
antibakteriell,1
antibiotika läkemedel,1
antiklimaktiskt,1
antidepressivt läkemedel,-1
antidiabetiskt läkemedel,-1
motgift,-1
antiemetiskt läkemedel,-1
antiepileptika,1
antifeminist,-1
antimagnetisk,-1
antimalaria läkemedel,1
antimikrobiskt,1
antimycin,-1
antineoplastiskt antibiotikum,1
antinomianism,1
antinomi,1
antiparallell,-1
antipatisk,-1
antipati,-1
antipersonal,-1
antiflogistisk,-1
antifras,-1
antipod,1
antiprotozoal läkemedel,-1
klådstillande,1
antipyres,-1
febernedsättande,1
antika,-1
föråldrad,-1
antik,-1
antisemitisk,-1
antisemitism,-1
antiseptisk,1
antiseptisera,1
antiserum,1
asocial,1
antitank,-1
antites,1
antitetisk,1
antitetiskt,1
antityreoidea,-1
antitoxisk,-1
antitoxin,1
antitumör,-1
antivenin,-1
antiviralt,1
horn som,-1
anuri,-1
anurisk,-1
oro,-1
ångest,-1
ångestattack,-1
ångesthysteri,1
ångestneuros,1
anxiolytisk,1
angelägen,-1
oroligt,-1
orolighet,-1
aorist,-1
aortaplexus,-1
aortastenos,-1
aortit,-1
apadana,1
apatisk,-1
apatiskt,1
apati,-1
apc,-1
apa,-1
aperient,-1
apetalisk blomma,1
apgar poäng,-1
afaki,-1
afakisk,-1
afasi,-1
afasi,-1
afotisk,-1
afrodisi,1
afrodisiakum,1
apikulat,1
apish,-1
aplanatisk,1
aplastisk anemi,-1
apokalyps,-1
apokalyptisk,-1
apokromatisk,1
apokryfisk,1
apodiktisk,1
apodous,-1
ursäktande,1
apologet,-1
apologeter,-1
be om ursäkt,-1
ursäkt,-1
apomorfin,-1
apofas,1
apofatism,1
apolektoid,-1
avfälling,-1
apostrof,-1
apotegmatisk,1
apoteos,1
apotropaisk,-1
förfära,-1
appalachian,1
förfärande,-1
förskräckt,-1
skrämmande,1
förfärande,-1
apanage,1
uppenbarelse,1
uppenbarelse,-1
överklagande,1
kan överklagas,1
lockande,1
tilltalande,1
appendicit,-1
appendicularia,1
uppfatta,1
aptitlig,1
aptit,-1
aptitlig,-1
aptitlig,1
aptitretande,-1
applådera,1
äppelkräfta,1
äppeldoftande,-1
äppelformad,1
äppelstorlek,1
äppelkaka,-1
applecart,-1
tillämplig,1
applicerande,1
utsedd,1
värdering,1
märkbar,1
uppskatta,1
uppskattad,1
uppskattar,1
uppskattning,-1
uppskattande,-1
uppskattande,1
uppskattare,1
uppfattning,-1
farhågor,-1
orolig,-1
oroligt,-1
närma sig,1
lättillgänglig,1
lämpligt,1
bifall,1
lämplig,1
lämplighet,1
godkännande,1
godkänna,1
bifallande,1
approximation,1
apraxi,-1
apraxisk,-1
apropos,1
apteral,-1
aptitlig,-1
fallenhet,1
lämplighet,1
arabesk,1
arabiska,1
odlingsbarhet,1
arachnoid,-1
araknofobi,1
arame,-1
aranyaka,1
slumpmässig,-1
trädväxt,1
arkad,-1
hemlig,1
arcella,-1
båge,-1
arkaisk,-1
arkaism,-1
arkaistisk,-1
ärkeängel,1
ärkeängel,1
ärkebiskop,1
ärkebiskopsämbetet,1
ärkestift,1
ärkehertig,-1
arkeisk,1
arkeozoikum,-1
arkiannelid,-1
ärkebiskopal,1
archilochus colubris,1
arkimandrit,1
arctiid nattfjäril,1
ivrig,1
ivrigt,1
glöd,1
glöd,1
mödosam,-1
mödosamt,1
areflexi,-1
argentiär,1
argentinsk hemorragisk feber,-1
arginin,-1
argonaut,-1
diskutabel,1
argumenterande,1
ariadne,1
arianism,1
aristokratiskt,1
aristotelisk logik,1
aritmetiskt,1
arjuna,1
armlängds avstånd,-1
armageddon,-1
väpnad,-1
försvarsmaktens dag,1
arminian,1
arminiska kyrkan,1
arminianism,1
armliknande,-1
bepansrad dinosaurie,1
rustning,-1
armerad,-1
pansarfordon,-1
runt om,1
upphetsning,1
upphetsad,1
väcka åtal,-1
array,1
arytmisk,-1
arrogans,-1
arrogant,-1
arrogant,1
arrogator,-1
arroz con pollo,1
konstavdelning,1
konstpapper,1
artärväg,1
arteriektas,-1
arteriosklerotiska,-1
arterit,-1
artär,1
listig,1
konstfullt,1
konstfärdighet,1
artralgi,-1
artrit,-1
artropati,1
artikulera,-1
artikulerad,-1
artificiell,-1
konstgjord blomma,-1
konst gjord andning,-1
förkonstling,-1
konstnärlig,1
konstnärlig produktion,1
konstnärligt,1
okonstlad,1
konstlöshet,1
konst och hantverk,1
konstnärlig,-1
arty crafty,1
som det är,-1
som vanligt,1
asafoetida,-1
asbestos,-1
uppstigande,-1
uppstigande,-1
asketiskt,1
askes,1
ascidian grodyngel,1
ascoma,1
asexuell fortplantning,-1
asexuellt,1
skamsen,-1
skamligt,-1
asiatisk influensa,-1
åt sidan,-1
enfaldig,-1
galet,-1
olikhet,-1
galenskap,1
be om problem,-1
snett,-1
asocial,-1
aspartam,1
Aspergers syndrom,-1
aspergillos,-1
aspergillus fumigatus,-1
asperse,-1
aspersion,-1
aspersioner,-1
asfärisk,1
kvävning,-1
kvävd,-1
kvävande,-1
strävan,1
aspirationspneumoni,-1
strävanden,1
sträva,1
angripa,-1
angripbarhet,-1
mördare,-1
mörda,1
överfall,-1
analysera,1
analysator,1
medgivande,1
hävdas,1
hävdade,1
assertivt,1
bedöma,1
bedömbar,1
tillgångar,1
assibilera,1
assibilation,1
assimilativ,-1
assimilerande,-1
hjälpa,1
assisterande professor,-1
hjälpmedel,1
associerad,1
umgängelighet,1
associera,-1
biträde i omvårdnad,-1
docent,1
associerande,-1
överfall,-1
antar,-1
antagande,1
försäkran,1
försäkringar,1
försäkra,1
säker,1
säkert,-1
försäkrande,1
astasia,-1
astatisk,-1
asterierad,1
asternal,-1
astenisk,1
astenosfären,-1
asteny,-1
astmatiker,-1
astigmi,-1
astomatisk,-1
förvåna,1
förvånad,1
förvånande,1
häpnadsväckande,1
förvåning,-1
slå med häpnad,-1
förvånad,1
förvånande,1
häpnadsväckande nog,1
astrafobi,1
vilse,-1
sammandragning,-1
sammandragande,-1
astrofysiker,-1
klokt,1
asylar,-1
sönder,-1
asura,-1
asvins,1
asymmetrisk,-1
asynkron,-1
asynkron drift,-1
asyndetisk,-1
asyndeton,1
asynergisk,-1
asynergi,-1
på fel,-1
vid första ögonkastet,-1
i strid,-1
åtminstone,-1
som mest,-1
redo,1
ataraxia,1
ataxisk,-1
ataxisk abasia,-1
ateism,1
ateistisk,-1
atletisk,1
atletiskt spel,1
athyrium distentifolium,1
atm,1
atmosfäriskt fenomen,-1
atonalitet,-1
atonisk,-1
atoni,-1
atopiskt eksem,1
atopognosis,-1
förmaksseptumdefekt,-1
grymt,-1
grymheter,-1
illdåd,-1
atrofisk,1
atrofi,-1
bifoga,1
fästbar,1
ge sig på,-1
attackera,1
attacker,-1
uppnåbarhet,1
försökte,-1
uppmärksamhet,-1
uppmärksam,1
uppmärksamt,1
uppmärksamhet,1
dämpa,-1
intyga,1
attester,1
attityd,-1
locka till sig,1
lockande,1
attraktion,1
attraktiv,1
attraktiv olägenhet,-1
attraktivt,1
attraktivitet,1
hänförlig,1
tillskrivning,1
attributivt genitivfall,-1
attributivt,1
nedsliten,-1
nötning,-1
instämma,1
gratinerad,-1
kastanjebrunt,-1
djärv,-1
djärvt,1
djärvhet,-1
djärvhet,-1
audenesque,1
hörbar,1
hörbarhet,1
hörbart,1
hörbart,-1
revisor,-1
auditiv agnosi,-1
augean,-1
augean stall,-1
augeas,-1
aura,-1
fonetisk,1
gynna,1
beskydd,1
gynnsam,1
stram,-1
australisk skata,-1
autarkisk,1
äkta,1
författarspråk,-1
auktoritär,-1
auktoritativ,1
auktoritet,1
auktoriserad,-1
autism,-1
autistisk,-1
automatisk begränsning,1
autobahn,1
autocoid,1
envåldshärskare,-1
enväldig,-1
autokratiskt,1
autoerotisk,1
autofluorescens,-1
autogama,1
automatiskt,1
automatik,-1
automysofobi,-1
autonom,1
autosomal dominant störning,-1
autosomal recessiv sjukdom,-1
autotrof organism,1
nytta,1
tillgängligt,1
lavin,-1
girighet,-1
girig,-1
girigt,-1
hämnas,-1
aver,1
genomsnitt ut,-1
averment,1
motvillig,-1
motvilja,-1
aversionsterapi,1
aversiv,-1
ivrig,1
ivrigt,1
avirulent,-1
avunkulär,1
vaken,1
väcka,1
tilldela,1
prisbelönt,1
tilldelats,1
utmärkelser,1
bort,-1
vördnad,-1
imponerad,1
fruktansvärt,-1
grymt bra,1
häftigt,1
häftighet,1
häpnadsväckande,1
förfärlig,-1
väldigt,-1
hemskhet,-1
awing,1
besvärlig,1
pinsamt,1
pinsamhet,-1
sylformad,1
ohyggligt,1
förtält,-1
awnless,-1
på sned,1
häftigt,1
yxa,-1
yxskaft,-1
axenisk,-1
axiellt,1
axiom,-1
ayrshire,1
azonal,-1
azonic,-1
azote,-1
azygot,-1
azymi,-1
b lymfocyt,1
b meson,-1
babassunöt,-1
babbel,-1
babel,-1
babelike,-1
babinski tecken,1
babianaktig,1
babu,1
bebis ansikte,1
barnslig,-1
bacitracin,1
tillbaka,-1
tillbaka brännare,-1
tillbaka loggas,-1
baksidan av bortom,1
backa upp,1
ryggträ,-1
obygd,-1
ryggvärk,-1
ryggvärk,-1
ryggvärk,-1
backbeat,-1
baktala,-1
förtal,-1
ryggrad,1
tillbakadatum,1
bakfält,-1
Bakgrunds kunskap,1
bakgrundsbild,-1
backhand drive,-1
bakhand,1
rygglös,-1
bakgrundsbelysning,-1
orderstock,-1
ryggpedal,-1
baksätet,-1
baksätesförare,1
backslap,-1
ryggslappare,-1
eneggat svärd,1
säkerhetskopiering,-1
bakåt,1
efterblivenhet,-1
bakved,-1
obygd,-1
baconskal,1
baconremsa,1
bakteriearter,1
bakteriemi,-1
bakteriolys,-1
bakteriolytisk,-1
bakteriostas,1
bakteriostatisk,-1
bakterie,1
dålig,-1
dåligt blod,-1
dåligt ägg,-1
dålig älva,-1
dålig kille,-1
dålig person,-1
bricka,1
badinage,-1
dåligt,-1
dålighet,-1
trotsa,-1
snopen,-1
förbryllande,-1
förbryllande,-1
väska,1
bagassos,-1
bagatell,-1
bagage,-1
borgen,1
rädda,1
borgenär,1
bete,-1
bagareksem,-1
bakpulver,-1
balanserad,1
balanserad diet,1
balanserare,-1
balanit,-1
balarama,1
skallig ansikte,1
flintskallig,-1
skallighet,-1
rakt på sak,1
baldr,1
pinsamt,1
balk,-1
balky,-1
ballast,1
baletisk,1
balletomani,1
ballong,-1
ballongfarare,-1
ballyhoo,-1
balsam av gilead,1
balsam,-1
balsamdoftande,-1
balsam ullig bladlöss,-1
förbjuda,-1
banal,-1
banalisera,-1
bananskal,-1
banausisk,1
band,1
bandad,-1
bandwagon effekt,1
bandy om,-1
fördärv,-1
ödesdiger,-1
förvisa,-1
förvisning,-1
bankinsättare relation,1
bankkonkurs,-1
bankrånare,-1
bankbart,1
bankrulle,-1
bankrutt,-1
baner,1
bantamvikt,-1
bantis syndrom,-1
banzai,-1
barbar,-1
barbarisk,-1
barbariskt,-1
grymhet,-1
barbarisera,1
barbarisk,-1
barbariskt,1
grillsås,-1
grilla,1
bard,1
bardoleri,-1
bar,-1
barbackad,-1
bareboat,-1
bareboating,1
barfacad,-1
barhänt,1
barhuvad,1
förhandla,1
baryton,-1
bariumprotoxid,-1
bark,-1
skällande,-1
barnbrännare,1
baron,1
baronessa,1
baronetskap,1
baroni,1
barrator,-1
barratry,1
spärrad,-1
Tunnformad,1
fat,1
karg,-1
ofruktsamhet,-1
byteshandlare,-1
bas,-1
baseborn,-1
grundlös,-1
våldsamt slag,-1
bashed,-1
försagd,-1
blyghet,-1
bashing,-1
grundläggande,1
basidial,1
basidiomycetösa svampar,-1
basidiospor,1
basidiosporös,-1
grund,1
sola sig,-1
korgvävare,1
basofil,1
baskiska,-1
bassäng,1
bastard,-1
bastardisering,1
jäklar,-1
slagna,-1
batfowl,1
bathos,-1
badkar gin,1
batracomyomachia,-1
läkt,1
smet stekt,-1
misshandlad,-1
misshandel,-1
batteri,-1
slagtränare,1
stridsyxa,1
slaget vid Kerbala,-1
förståndets strid,-1
kamp-ärrad,-1
slagfält,1
batty,-1
bauxitiska,-1
bawbee,1
bedrövligt,1
skråla,-1
skriker,-1
bukt,-1
bayat,1
vara,1
